"participantId";"current_time";"retake";"gender";"education";"multinational";"country0";"country1";"country2";"country3";"country4";"country5";"age";"programmingExperience";"pythonBefore";"pythonTutorBefore";"readUnderstandInstructions"
5802;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";22;"none";0;"";""
5803;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";25;"3m";1;"0";"read, understood"
5804;"09:20:53";0;0;"high school";1;"Sri Lanka";"United Kingdom";"";"";"";"";14;"6m";1;"0";"read, understood"
5827;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";22;"6m";1;"0";"read, understood"
5829;"09:20:53";0;0;"college";0;"Croatia";"";"";"";"";"";25;"more";1;"0";"not read, not understood"
5838;"09:20:53";0;0;"high school";0;"Bangladesh";"";"";"";"";"";25;"more";1;"0";"read, understood"
5839;"09:20:53";0;0;"graduate school";1;"Serbia";"China";"Russian Federation";"";"";"";24;"3m";1;"0";"read, understood"
5842;"09:20:53";0;0;"graduate school";0;"Afghanistan";"";"";"";"";"";67;"6m";0;"3-5";"read, understood"
5849;"09:20:53";0;0;"college";0;"Russian Federation";"";"";"";"";"";34;"none";1;"1-2";"read, understood"
5852;"09:20:53";0;0;"college";0;"Germany";"";"";"";"";"";23;"more";1;"1-2";"read, understood"
5853;"09:20:53";0;1;"college";1;"Malaysia";"";"";"";"";"";16;"none";0;"1-2";"read, not understood"
5854;"09:20:53";0;2;"pre-high school";1;"Antarctica";"United States";"";"";"";"";99;"more";1;"1-2";"read, understood"
5857;"09:20:53";0;0;"college";0;"Azerbaijan";"";"";"";"";"";21;"1yr";1;"1-2";"read, understood"
5859;"09:20:53";0;0;"college";1;"United States";"Hong Kong";"United States";"";"";"";19;"6m";1;"6+";"read, understood"
5860;"09:20:53";0;0;"college";0;"India";"";"";"";"";"";18;"none";1;"";""
5862;"09:20:53";0;0;"college";0;"Greece";"";"";"";"";"";20;"1yr";1;"";""
5865;"09:20:53";1;1;"graduate school";1;"China";"";"";"";"";"";24;"1yr";1;"1-2";"read, not understood"
5868;"09:20:53";0;2;"high school";0;"New Zealand";"";"";"";"";"";14;"1yr";1;"1-2";"read, understood"
5870;"09:20:53";0;0;"college";0;"India";"";"";"";"";"";17;"none";1;"";""
5875;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";36;"none";1;"";""
5881;"09:20:53";1;0;"graduate school";0;"Afghanistan";"";"";"";"";"";34;"none";1;"6+";"read, understood"
5883;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";36;"none";1;"0";"read, understood"
5885;"09:20:53";0;0;"graduate school";0;"Brazil";"";"";"";"";"";21;"1yr";1;"6+";"read, understood"
5887;"09:20:53";0;0;"pre-high school";0;"Canada";"";"";"";"";"";12;"none";1;"3-5";"read, understood"
5893;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";32;"more";1;"0";"not read, not understood"
5900;"09:20:53";1;0;"college";0;"India";"";"";"";"";"";22;"6m";1;"6+";"read, understood"
5903;"09:20:53";0;0;"high school";0;"United States";"";"";"";"";"";22;"3m";1;"0";"read, understood"
5904;"09:20:53";0;0;"professional school";1;"United States";"";"";"";"";"";28;"1yr";1;"1-2";"read, understood"
5914;"09:20:53";0;0;"graduate school";1;"United Kingdom";"";"";"";"";"";54;"none";0;"";""
5919;"09:20:53";0;0;"professional school";0;"Mexico";"";"";"";"";"";68;"6m";0;"";""
5933;"09:20:53";0;0;"college";0;"China";"";"";"";"";"";30;"more";1;"";""
5951;"09:20:53";0;0;"college";0;"Gabon";"";"";"";"";"";21;"1yr";1;"";""
5957;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";29;"6m";1;"6+";"read, understood"
5967;"09:20:53";0;0;"high school";0;"Russian Federation";"";"";"";"";"";18;"3m";1;"0";"read, understood"
5972;"09:20:53";0;1;"college";0;"India";"";"";"";"";"";18;"1yr";1;"";""
5985;"09:20:53";0;1;"graduate school";1;"Germany";"Pakistan";"United Kingdom";"";"";"";21;"more";1;"6+";"read, understood"
5988;"09:20:53";0;0;"graduate school";0;"United Kingdom";"";"";"";"";"";34;"1yr";1;"0";"read, understood"
5995;"09:20:53";0;0;"college";1;"Pakistan";"";"";"";"";"";24;"more";1;"0";"read, understood"
6014;"09:20:53";0;0;"high school";0;"Brazil";"";"";"";"";"";29;"3m";0;"6+";"read, understood"
6017;"09:20:53";0;0;"graduate school";1;"India";"";"";"";"";"";24;"none";0;"";""
6025;"09:20:53";0;0;"college";1;"India";"United Kingdom";"";"";"";"";21;"6m";1;"0";"read, understood"
6026;"09:20:53";0;0;"college";0;"Japan";"";"";"";"";"";40;"none";0;"0";"read, understood"
6038;"09:20:53";0;0;"college";0;"India";"";"";"";"";"";21;"3m";0;"1-2";"read, understood"
6039;"09:20:53";0;0;"college";0;"India";"";"";"";"";"";22;"3m";1;"6+";"read, understood"
6058;"09:20:53";0;1;"high school";0;"Russian Federation";"";"";"";"";"";17;"3m";1;"0";"read, understood"
6060;"09:20:53";0;0;"graduate school";1;"India";"";"";"";"";"";45;"1yr";0;"";""
6081;"09:20:53";0;0;"high school";0;"Austria";"";"";"";"";"";14;"3m";0;"";""
6089;"09:20:53";0;0;"college";0;"Macedonia";"";"";"";"";"";21;"6m";0;"";""
6090;"09:20:53";0;0;"graduate school";0;"Colombia";"";"";"";"";"";18;"none";0;"";""
6104;"09:20:53";0;1;"graduate school";0;"India";"";"";"";"";"";22;"1yr";0;"1-2";"read, understood"
6107;"09:20:53";0;0;"PhD";1;"Italy";"";"";"";"";"";31;"more";1;"0";"read, understood"
6114;"09:20:53";0;1;"graduate school";1;"India";"";"";"";"";"";25;"more";0;"";""
6121;"09:20:53";0;0;"graduate school";1;"India";"United States";"";"";"";"";29;"more";1;"6+";"read, understood"
6129;"09:20:53";1;0;"high school";0;"Aland Islands";"";"";"";"";"";24;"6m";1;"";""
6130;"09:20:53";0;0;"college";1;"United States";"";"";"";"";"";31;"more";1;"";""
6134;"09:20:53";0;1;"high school";0;"Cook Islands";"";"";"";"";"";25;"3m";0;"";""
6142;"09:20:53";0;0;"pre-high school";0;"Aland Islands";"";"";"";"";"";32;"none";1;"6+";"read, understood"
6147;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";49;"none";0;"";""
6163;"09:20:53";0;0;"high school";0;"Reunion";"";"";"";"";"";20;"3m";0;"0";"read, understood"
6164;"09:20:53";0;0;"high school";0;"Netherlands";"";"";"";"";"";16;"none";0;"0";"read, understood"
6173;"09:20:53";0;0;"PhD";1;"China";"";"";"";"";"";29;"more";1;"";""
6175;"09:20:53";0;0;"professional school";0;"France";"";"";"";"";"";28;"none";0;"3-5";"read, understood"
6177;"09:20:53";0;0;"professional school";0;"Russian Federation";"";"";"";"";"";23;"none";1;"";""
6182;"09:20:53";0;0;"college";0;"Poland";"";"";"";"";"";23;"6m";1;"";""
6195;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";18;"1yr";1;"3-5";"read, understood"
6210;"09:20:53";0;0;"high school";0;"United States";"";"";"";"";"";14;"3m";1;"0";"read, understood"
6231;"09:20:53";0;0;"college";0;"Tonga";"";"";"";"";"";18;"none";1;"";""
6232;"09:20:53";0;0;"high school";0;"Russian Federation";"";"";"";"";"";16;"6m";1;"0";"read, understood"
6233;"09:20:53";0;0;"high school";0;"Russian Federation";"";"";"";"";"";16;"6m";1;"0";"read, understood"
6234;"09:20:53";0;0;"high school";0;"Russian Federation";"";"";"";"";"";16;"6m";1;"1-2";"read, understood"
6262;"09:20:53";0;0;"college";0;"Antarctica";"";"";"";"";"";18;"none";1;"";""
6269;"09:20:53";0;1;"high school";0;"Australia";"";"";"";"";"";17;"3m";1;"1-2";"not read, understood"
6274;"09:20:53";0;0;"graduate school";0;"United States";"";"";"";"";"";30;"none";0;"0";"read, understood"
6279;"09:20:53";0;0;"college";0;"India";"";"";"";"";"";28;"more";1;"6+";"read, understood"
6280;"09:20:53";0;0;"high school";1;"Hong Kong";"Australia";"";"";"";"";20;"3m";1;"6+";"read, understood"
6282;"09:20:53";0;0;"professional school";1;"Hong Kong";"Singapore";"China";"";"";"";53;"more";1;"1-2";"read, understood"
6294;"09:20:53";0;0;"professional school";0;"Romania";"";"";"";"";"";41;"more";1;"1-2";"read, understood"
6297;"09:20:53";0;0;"high school";0;"Germany";"";"";"";"";"";55;"more";1;"1-2";"read, understood"
6306;"09:20:53";0;0;"pre-high school";1;"Eritrea";"";"";"";"";"";11;"3m";1;"1-2";"read, understood"
6307;"09:20:53";0;0;"high school";0;"United Kingdom";"";"";"";"";"";14;"3m";1;"6+";"not read, understood"
6311;"09:20:53";0;2;"professional school";0;"Afghanistan";"";"";"";"";"";6;"3m";0;"0";"not read, understood"
6313;"09:20:53";0;0;"professional school";1;"South Africa";"";"";"";"";"";18;"3m";1;"1-2";"read, understood"
6314;"09:20:53";0;0;"high school";0;"Russian Federation";"";"";"";"";"";29;"1yr";1;"6+";"read, understood"
6322;"09:20:53";0;0;"college";1;"India";"Canada";"United States";"";"";"";23;"more";1;"";""
6323;"09:20:53";0;0;"graduate school";0;"Pakistan";"";"";"";"";"";15;"more";1;"1-2";"read, understood"
6326;"09:20:53";0;0;"PhD";1;"India";"Germany";"United Kingdom";"Finland";"";"";31;"more";1;"6+";"read, understood"
6330;"09:20:53";0;0;"graduate school";0;"Turkey";"";"";"";"";"";27;"more";1;"0";"read, understood"
6346;"09:20:53";0;0;"postdoctoral";0;"Afghanistan";"";"";"";"";"";99;"none";0;"";""
6365;"09:20:53";0;0;"PhD";1;"Aland Islands";"";"";"";"";"";6;"1yr";1;"0";"read, understood"
6371;"09:20:53";0;0;"graduate school";0;"United States";"";"";"";"";"";24;"3m";1;"6+";"not read, understood"
6381;"09:20:53";0;0;"professional school";0;"India";"";"";"";"";"";24;"none";1;"0";"read, understood"
6382;"09:20:53";0;0;"professional school";0;"Hong Kong";"";"";"";"";"";50;"1yr";1;"1-2";"read, understood"
6385;"09:20:53";0;0;"college";0;"Taiwan";"";"";"";"";"";26;"1yr";1;"6+";"read, understood"
6393;"09:20:53";0;0;"college";0;"Argentina";"";"";"";"";"";23;"6m";1;"";""
6395;"09:20:53";0;0;"college";0;"Saint Helena";"";"";"";"";"";33;"none";0;"";""
6403;"09:20:53";0;1;"graduate school";0;"Russian Federation";"";"";"";"";"";23;"none";0;"1-2";"read, understood"
6420;"09:20:53";1;0;"college";0;"Pakistan";"";"";"";"";"";22;"3m";1;"3-5";"not read, understood"
6422;"09:20:53";0;1;"college";0;"Republic of Korea";"";"";"";"";"";23;"1yr";0;"1-2";"read, understood"
6429;"09:20:53";0;1;"graduate school";0;"Croatia";"";"";"";"";"";41;"more";1;"6+";"read, understood"
6438;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";29;"none";0;"";""
6441;"09:20:53";0;1;"graduate school";0;"Australia";"";"";"";"";"";35;"6m";1;"6+";"read, understood"
6442;"09:20:53";0;0;"college";0;"China";"";"";"";"";"";22;"none";1;"1-2";"not read, understood"
6456;"09:20:53";0;0;"graduate school";0;"Tunisia";"";"";"";"";"";30;"1yr";1;"6+";"read, understood"
6459;"09:20:53";0;0;"graduate school";1;"United States";"";"";"";"";"";26;"none";1;"1-2";"read, understood"
6461;"09:20:53";0;0;"college";0;"China";"";"";"";"";"";25;"1yr";1;"";""
6463;"09:20:53";0;0;"college";0;"China";"";"";"";"";"";25;"1yr";1;"1-2";"read, understood"
6472;"09:20:53";0;1;"high school";1;"China";"";"";"";"";"";17;"3m";1;"0";"not read, understood"
6478;"09:20:53";0;1;"PhD";0;"India";"";"";"";"";"";30;"more";1;"3-5";"read, understood"
6480;"09:20:53";0;1;"graduate school";1;"Canada";"Ireland";"Republic of Korea";"Canada";"";"";41;"6m";1;"0";"read, understood"
6487;"09:20:53";0;0;"graduate school";1;"Republic of Moldova";"Ukraine";"France";"";"";"";23;"1yr";1;"0";"not read, understood"
6489;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";32;"none";1;"0";"read, not understood"
6502;"09:20:53";0;0;"high school";0;"Pakistan";"";"";"";"";"";19;"6m";1;"6+";"read, understood"
6512;"09:20:53";0;0;"high school";0;"Turkey";"";"";"";"";"";53;"none";0;"";""
6513;"09:20:53";0;0;"graduate school";0;"Brazil";"";"";"";"";"";42;"none";0;"";""
6514;"09:20:53";0;0;"graduate school";0;"Armenia";"";"";"";"";"";20;"3m";0;"1-2";"read, understood"
6519;"09:20:53";1;0;"college";0;"United States";"";"";"";"";"";24;"3m";1;"6+";"not read, understood"
6520;"09:20:53";0;0;"college";1;"Lithuania";"";"";"";"";"";26;"none";0;"1-2";"read, understood"
6531;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";34;"1yr";0;"";""
6532;"09:20:53";0;0;"high school";0;"Russian Federation";"";"";"";"";"";35;"6m";1;"6+";"read, understood"
6537;"09:20:53";0;0;"college";1;"United States";"";"";"";"";"";24;"1yr";1;"6+";"read, understood"
6545;"09:20:53";0;0;"college";1;"Russian Federation";"";"";"";"";"";31;"3m";0;"6+";"read, understood"
6549;"09:20:53";0;1;"high school";1;"France";"Turkey";"Spain";"Greece";"";"";21;"3m";0;"";""
6550;"09:20:53";0;1;"pre-high school";0;"Bahrain";"";"";"";"";"";6;"3m";0;"1-2";"not read, understood"
6561;"09:20:53";0;0;"college";0;"Australia";"";"";"";"";"";19;"6m";1;"";""
6567;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";40;"more";1;"0";"read, understood"
6568;"09:20:53";0;1;"PhD";1;"Viet Nam";"";"";"";"";"";28;"none";1;"6+";"read, understood"
6569;"09:20:53";0;0;"college";0;"Czech Republic";"";"";"";"";"";29;"3m";1;"3-5";"read, understood"
6570;"09:20:53";0;0;"college";0;"Mexico";"";"";"";"";"";21;"6m";0;"0";"read, understood"
6576;"09:20:53";0;0;"professional school";0;"India";"";"";"";"";"";24;"3m";1;"6+";"read, understood"
6577;"09:20:53";0;0;"high school";0;"New Zealand";"";"";"";"";"";15;"none";0;"1-2";"read, understood"
6579;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";25;"6m";1;"1-2";"read, understood"
6584;"09:20:53";0;1;"college";0;"Australia";"";"";"";"";"";18;"none";0;"0";"read, understood"
6585;"09:20:53";0;1;"graduate school";0;"India";"";"";"";"";"";34;"1yr";0;"1-2";"read, understood"
6591;"09:20:53";0;1;"college";0;"Russian Federation";"";"";"";"";"";22;"more";0;"0";"read, understood"
6597;"09:20:53";0;0;"college";0;"India";"";"";"";"";"";18;"none";0;"1-2";"read, understood"
6598;"09:20:53";0;0;"college";0;"Taiwan";"";"";"";"";"";25;"3m";1;"";""
6599;"09:20:53";0;0;"high school";0;"Malaysia";"";"";"";"";"";20;"3m";1;"6+";"read, understood"
6606;"09:20:53";0;0;"high school";0;"Malaysia";"";"";"";"";"";20;"3m";1;"3-5";"read, understood"
6611;"09:20:53";0;1;"professional school";0;"India";"";"";"";"";"";23;"1yr";0;"";""
6623;"09:20:53";0;1;"high school";0;"Czech Republic";"";"";"";"";"";27;"none";0;"3-5";"read, understood"
6625;"09:20:53";0;0;"professional school";1;"Brazil";"Ireland";"";"";"";"";27;"more";1;"6+";"read, understood"
6631;"09:20:53";0;0;"college";0;"Nigeria";"";"";"";"";"";37;"6m";1;"";""
6636;"09:20:53";0;0;"high school";0;"Pakistan";"";"";"";"";"";17;"none";0;"1-2";"read, understood"
6637;"09:20:53";0;0;"graduate school";0;"Netherlands";"";"";"";"";"";26;"more";1;"1-2";"read, understood"
6641;"09:20:53";1;0;"graduate school";0;"India";"";"";"";"";"";23;"1yr";1;"1-2";"read, understood"
6646;"09:20:53";0;0;"PhD";0;"Algeria";"";"";"";"";"";55;"more";1;"6+";"read, understood"
6647;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";18;"6m";0;"";""
6653;"09:20:53";0;0;"high school";0;"Afghanistan";"";"";"";"";"";11;"none";0;"";""
6654;"09:20:53";0;0;"college";0;"Thailand";"";"";"";"";"";18;"none";0;"1-2";"read, understood"
6667;"09:20:53";0;0;"professional school";0;"Portugal";"";"";"";"";"";34;"1yr";0;"";""
6680;"09:20:53";0;0;"high school";0;"Russian Federation";"";"";"";"";"";15;"1yr";1;"6+";"not read, understood"
6688;"09:20:53";0;0;"high school";0;"Chile";"";"";"";"";"";16;"none";0;"";""
6689;"09:20:53";0;0;"graduate school";1;"Switzerland";"Italy";"";"";"";"";25;"6m";1;"0";"read, understood"
6701;"09:20:53";0;0;"PhD";1;"China";"";"";"";"";"";29;"more";1;"1-2";"read, understood"
6704;"09:20:53";0;0;"high school";0;"Germany";"";"";"";"";"";44;"none";0;"";""
6705;"09:20:53";0;0;"college";1;"China";"United States";"";"";"";"";20;"more";1;"6+";"not read, understood"
6718;"09:20:53";0;0;"graduate school";1;"India";"United States";"";"";"";"";28;"more";1;"";""
6720;"09:20:53";0;1;"college";1;"China";"Australia";"";"";"";"";17;"none";0;"";""
6727;"09:20:53";0;0;"graduate school";1;"Germany";"Australia";"";"";"";"";57;"more";1;"0";"read, understood"
6749;"09:20:53";0;1;"graduate school";0;"United States";"";"";"";"";"";30;"none";0;"0";"read, understood"
6758;"09:20:53";0;0;"college";0;"China";"";"";"";"";"";23;"more";1;"0";"read, understood"
6759;"09:20:53";0;0;"graduate school";1;"United States";"";"";"";"";"";43;"more";1;"";""
6762;"09:20:53";0;0;"professional school";1;"Germany";"Canada";"Germany";"";"";"";30;"6m";1;"1-2";"read, understood"
6778;"09:20:53";0;0;"pre-high school";0;"China";"";"";"";"";"";12;"none";0;"1-2";"read, understood"
6781;"09:20:53";0;0;"high school";0;"Bulgaria";"";"";"";"";"";47;"more";1;"0";"read, understood"
6785;"09:20:53";0;0;"college";1;"Ghana";"";"";"";"";"";22;"none";1;"0";"not read, understood"
6788;"09:20:53";0;0;"college";0;"Uruguay";"";"";"";"";"";34;"none";0;"0";"read, understood"
6789;"09:20:53";0;0;"pre-high school";0;"Singapore";"";"";"";"";"";16;"6m";1;"3-5";"read, understood"
6804;"09:20:53";0;0;"college";0;"Singapore";"";"";"";"";"";22;"more";1;"0";"read, understood"
6820;"09:20:53";0;1;"graduate school";0;"China";"";"";"";"";"";24;"none";0;"6+";"read, understood"
6823;"09:20:53";0;2;"pre-high school";0;"Australia";"";"";"";"";"";6;"none";0;"";""
6828;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";20;"more";0;"1-2";"read, understood"
6832;"09:20:53";0;0;"professional school";0;"Russian Federation";"";"";"";"";"";27;"none";1;"1-2";"read, understood"
6839;"09:20:53";0;0;"college";0;"India";"";"";"";"";"";20;"6m";1;"3-5";"not read, understood"
6842;"09:20:53";0;0;"college";0;"India";"";"";"";"";"";20;"6m";1;"3-5";"not read, understood"
6845;"09:20:53";0;0;"pre-high school";0;"Afghanistan";"";"";"";"";"";15;"none";0;"";""
6847;"09:20:53";0;1;"PhD";1;"Poland";"Netherlands";"";"";"";"";34;"none";0;"3-5";"read, understood"
6857;"09:20:53";1;0;"college";0;"United States";"";"";"";"";"";24;"3m";1;"6+";"not read, understood"
6879;"09:20:53";0;1;"PhD";1;"India";"Nigeria";"United States";"";"";"";48;"6m";1;"1-2";"read, understood"
6882;"09:20:53";0;0;"college";0;"Singapore";"";"";"";"";"";22;"6m";1;"0";"read, understood"
6884;"09:20:53";0;1;"professional school";0;"American Samoa";"";"";"";"";"";55;"1yr";1;"0";"read, understood"
6886;"09:20:53";0;0;"graduate school";0;"Singapore";"";"";"";"";"";22;"1yr";0;"";""
6887;"09:20:53";0;0;"graduate school";0;"United States";"";"";"";"";"";99;"1yr";1;"";""
6888;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";18;"3m";1;"6+";"read, understood"
6889;"09:20:53";0;1;"college";1;"Viet Nam";"Singapore";"";"";"";"";20;"3m";1;"6+";"read, understood"
6890;"09:20:53";0;0;"graduate school";1;"Russian Federation";"";"";"";"";"";25;"3m";0;"6+";"read, understood"
6894;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";30;"3m";0;"";""
6895;"09:20:53";0;0;"postdoctoral";1;"Philippines";"";"";"";"";"";18;"1yr";1;"";""
6908;"09:20:53";0;0;"graduate school";0;"Thailand";"";"";"";"";"";40;"more";1;"0";"read, understood"
6914;"09:20:53";0;0;"college";1;"China";"Singapore";"";"";"";"";23;"6m";1;"";""
6928;"09:20:53";0;0;"college";0;"Australia";"";"";"";"";"";20;"none";0;"";""
6932;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";30;"6m";1;"6+";"not read, understood"
6960;"09:20:53";0;0;"graduate school";0;"United Kingdom";"";"";"";"";"";14;"1yr";1;"3-5";"read, understood"
6962;"09:20:53";0;2;"college";0;"Singapore";"";"";"";"";"";20;"6m";1;"6+";"read, understood"
6969;"09:20:53";0;0;"college";0;"Canada";"";"";"";"";"";19;"6m";1;"6+";"read, understood"
6975;"09:20:53";0;2;"college";0;"Singapore";"";"";"";"";"";22;"6m";1;"6+";"read, understood"
6984;"09:20:53";0;0;"professional school";0;"Colombia";"";"";"";"";"";47;"more";0;"";""
6986;"09:20:53";0;0;"PhD";0;"Brazil";"";"";"";"";"";32;"3m";0;"1-2";"read, understood"
6987;"09:20:53";0;0;"PhD";1;"Germany";"Spain";"France";"";"";"";44;"more";1;"0";"read, understood"
6990;"09:20:53";0;0;"high school";0;"United States";"";"";"";"";"";26;"1yr";0;"6+";"read, understood"
6996;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";34;"3m";1;"1-2";"read, not understood"
6997;"09:20:53";0;1;"graduate school";1;"India";"";"";"";"";"";30;"none";0;"0";"read, understood"
6998;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";27;"6m";0;"";""
7005;"09:20:53";0;0;"college";0;"Mexico";"";"";"";"";"";40;"more";1;"1-2";"read, understood"
7008;"09:20:53";0;0;"college";1;"United States";"";"";"";"";"";18;"3m";0;"0";"read, not understood"
7009;"09:20:53";0;0;"graduate school";1;"India";"United States";"";"";"";"";29;"1yr";1;"1-2";"read, understood"
7011;"09:20:53";0;1;"graduate school";1;"United States";"";"";"";"";"";18;"none";0;"0";"read, understood"
7013;"09:20:53";0;1;"graduate school";0;"United States";"";"";"";"";"";20;"none";1;"";""
7024;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";19;"none";0;"0";"read, understood"
7025;"09:20:53";0;0;"college";0;"China";"";"";"";"";"";39;"more";0;"";""
7035;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";15;"none";1;"6+";"read, understood"
7039;"09:20:53";0;0;"college";0;"India";"";"";"";"";"";18;"3m";1;"6+";"read, understood"
7055;"09:20:53";0;0;"college";0;"Ukraine";"";"";"";"";"";26;"3m";1;"0";"read, understood"
7064;"09:20:53";1;0;"PhD";1;"China";"";"";"";"";"";35;"1yr";1;"6+";"read, understood"
7066;"09:20:53";0;0;"pre-high school";0;"Austria";"";"";"";"";"";23;"6m";1;"";""
7073;"09:20:53";0;0;"PhD";0;"Czech Republic";"";"";"";"";"";37;"none";0;"0";"read, understood"
7081;"09:20:53";0;2;"high school";0;"United States";"";"";"";"";"";63;"3m";1;"";""
7082;"09:20:53";0;0;"PhD";1;"United States";"Italy";"France";"United States";"";"";35;"more";1;"0";"read, understood"
7085;"09:20:53";0;0;"college";0;"Russian Federation";"";"";"";"";"";28;"none";1;"6+";"read, understood"
7088;"09:20:53";0;1;"college";0;"United States";"";"";"";"";"";31;"none";1;"6+";"not read, understood"
7092;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";41;"6m";1;"3-5";"read, understood"
7114;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";28;"more";1;"6+";"read, understood"
7115;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";23;"more";1;"1-2";"not read, understood"
7129;"09:20:53";0;0;"high school";0;"Mexico";"";"";"";"";"";18;"6m";1;"1-2";"read, understood"
7130;"09:20:53";0;0;"graduate school";0;"Singapore";"";"";"";"";"";21;"6m";1;"0";"read, understood"
7133;"09:20:53";0;0;"graduate school";1;"Poland";"United Kingdom";"";"";"";"";33;"none";0;"";""
7135;"09:20:53";0;1;"college";0;"United States";"";"";"";"";"";27;"1yr";1;"6+";"not read, understood"
7137;"09:20:53";0;0;"graduate school";0;"Austria";"";"";"";"";"";44;"more";1;"1-2";"read, understood"
7146;"09:20:53";0;0;"college";1;"China";"";"";"";"";"";19;"none";0;"6+";"read, not understood"
7149;"09:20:53";0;0;"college";0;"India";"";"";"";"";"";21;"more";1;"6+";"not read, understood"
7152;"09:20:53";0;0;"college";0;"India";"";"";"";"";"";21;"more";1;"6+";"not read, understood"
7168;"09:20:53";0;0;"PhD";0;"Russian Federation";"";"";"";"";"";25;"6m";1;"3-5";"read, understood"
7169;"09:20:53";0;2;"postdoctoral";0;"Hong Kong";"";"";"";"";"";57;"none";0;"0";"not read, understood"
7170;"09:20:53";0;0;"high school";0;"United Kingdom";"";"";"";"";"";15;"1yr";1;"0";"read, understood"
7174;"09:20:53";0;0;"college";1;"Pakistan";"United Kingdom";"";"";"";"";22;"1yr";1;"";""
7177;"09:20:53";0;0;"high school";0;"Croatia";"";"";"";"";"";22;"3m";0;"0";"not read, understood"
7181;"09:20:53";0;1;"professional school";0;"Italy";"";"";"";"";"";19;"6m";1;"6+";"read, understood"
7182;"09:20:53";0;1;"PhD";0;"Spain";"";"";"";"";"";24;"6m";1;"6+";"read, understood"
7193;"09:20:53";0;0;"high school";0;"Taiwan";"";"";"";"";"";22;"none";1;"";""
7194;"09:20:53";0;0;"high school";0;"Taiwan";"";"";"";"";"";22;"none";1;"3-5";"read, understood"
7203;"09:20:53";0;0;"college";0;"Belgium";"";"";"";"";"";18;"none";1;"0";"read, understood"
7217;"09:20:53";0;0;"college";0;"Republic of Moldova";"";"";"";"";"";29;"1yr";1;"0";"not read, understood"
7229;"09:20:53";0;0;"graduate school";0;"United Kingdom";"";"";"";"";"";22;"more";1;"6+";"not read, understood"
7239;"09:20:53";0;0;"graduate school";0;"United States";"";"";"";"";"";22;"none";1;"0";"read, understood"
7249;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";18;"none";1;"0";"read, understood"
7253;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";13;"6m";1;"1-2";"not read, understood"
7255;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";49;"more";0;"0";"read, understood"
7257;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";15;"1yr";1;"0";"read, understood"
7258;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";15;"1yr";1;"0";"read, understood"
7265;"09:20:53";0;0;"PhD";0;"United States";"";"";"";"";"";25;"more";1;"3-5";"read, understood"
7286;"09:20:53";0;0;"high school";1;"Romania";"";"";"";"";"";16;"3m";0;"0";"read, not understood"
7296;"09:20:53";0;1;"graduate school";0;"India";"";"";"";"";"";22;"more";0;"1-2";"read, understood"
7299;"09:20:53";0;0;"college";0;"Australia";"";"";"";"";"";18;"none";1;"1-2";"read, understood"
7300;"09:20:53";0;1;"PhD";0;"Germany";"";"";"";"";"";24;"3m";1;"6+";"read, understood"
7301;"09:20:53";0;0;"PhD";0;"China";"";"";"";"";"";26;"1yr";1;"1-2";"read, understood"
7305;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";24;"6m";1;"6+";"read, understood"
7310;"09:20:53";0;0;"postdoctoral";1;"Switzerland";"France";"Canada";"";"";"";57;"more";1;"1-2";"read, understood"
7313;"09:20:53";0;0;"college";0;"United Kingdom";"";"";"";"";"";23;"more";1;"3-5";"read, understood"
7314;"09:20:53";0;0;"high school";0;"Russian Federation";"";"";"";"";"";23;"3m";0;"0";"read, understood"
